Match Score (%),Recommendation,Title,Company,Company Type,Modality,Salary,Salary Type,Interview Difficulty (0-100),Location,Has Full JD,Pros,Cons / Risks,AI Reasoning,URL,Posted,Scanned At
55,MAYBE / REVIEW,Java Backend Developer,Renmoney,Startup,Remote,35.000€ - 45.000€,Estimated,60,Serbia (Remote),No,"• Fintech product domain
• 100% remote Java development","• Location listed as Serbia
• Missing job description details",A remote fintech developer position matching Java stack. Contractual feasibility from Spain needs verification.,N/A,2 months ago,2026-08-11T20:18:44.291Z
55,MAYBE / REVIEW,Java Software Engineer (Remote),GeoSolutions,SME,Remote,38.000€ - 48.000€,Estimated,60,Italy (Remote),No,"• 100% remote role based in EU
• Core Java software engineering title","• Detailed job description is missing
• Requires confirmation on Spanish tax residence compatibility","This offer aligns with Java backend development and remote work preferences. However, a detailed JD is needed to verify contract type and exact salary range.",N/A,5 months ago,2026-08-11T20:18:44.290Z
50,MAYBE / REVIEW,Java Developer (Remote),IT Search,Consulting,Remote,45.000€ - 55.000€,Estimated,60,Ireland (Remote),No,"• Irish agency role with potential for competitive compensation
• 100% remote position","• Agency posting missing full JD
• Cross-border tax setup required",An Irish recruitment agency listing for remote Java development. It warrants a quick review once full details are available.,N/A,6 days ago,2026-08-11T20:18:44.291Z
50,MAYBE / REVIEW,Senior Java Engineer,B2Spin Limited,Startup,Remote,40.000€ - 50.000€,Estimated,65,Ukraine (Remote),No,• 100% remote Java role,"• Senior title requirement
• Missing detailed description
• iGaming domain",A remote Java role for a gaming startup. Details are missing and senior experience demands must be verified.,N/A,1 week ago,2026-08-11T20:18:49.980Z
50,MAYBE / REVIEW,Software Engineer Microservices (m/f/d),SOFICO,SME,Hybrid,38.000€ - 45.000€,Estimated,60,Madrid (Hybrid),No,"• Auto mobility software product
• Microservices stack","• Hybrid work requirement in Madrid
• Missing job description details",A microservices product engineering offer with SOFICO. Hybrid office presence makes it lower priority.,N/A,2 weeks ago,2026-08-11T20:18:58.667Z
50,MAYBE / REVIEW,Back-End Software Engineer,Santander,Scaleup,,38.000€ - 46.000€,Estimated,60,Boadilla del Monte,No,"• Large-scale banking architecture
• Java backend core","• Location Boadilla suggests hybrid presence
• Corporate environment",A standard banking backend vacancy. Work modality needs confirmation to evaluate against remote criteria.,N/A,3 weeks ago,2026-08-11T20:18:58.667Z
50,MAYBE / REVIEW,Java Software Engineer,Langham Recruitment,Consulting,Remote,45.000€ - 55.000€,Estimated,60,United Kingdom (Remote),No,"• UK remote recruitment agency offer
• Good market salary estimate","• Agency proxy post without full description
• UK remote compliance from Spain required",A remote UK Java role listed through an agency. Further details are needed regarding the end client and contract setup.,N/A,3 weeks ago,2026-08-11T20:18:49.980Z
50,MAYBE / REVIEW,Java Software Engineer,Better Placed,Consulting,Remote,45.000€ - 55.000€,Estimated,65,"London Area, United Kingdom (Remote)",No,"• UK-level compensation potential
• 100% remote Java role","• Recruitment agency listing without detailed JD
• UK remote hiring regulations from Spain need confirmation",This UK-based remote vacancy could offer strong salary potential. Further details are required to confirm remote eligibility from Spain.,N/A,1 day ago,2026-08-11T20:18:44.291Z
45,MAYBE / REVIEW,Intermediate Java Software Engineer,Version 1,Consulting,,40.000€ - 50.000€,Estimated,60,London,No,"• Intermediate level fits semisenior background
• Java backend focus","• UK consulting firm
• Unclear remote policy (based in London)
• Missing job description details",An intermediate Java role with a UK consulting firm. Modality and remote eligibility from Spain need clarification.,N/A,2 weeks ago,2026-08-11T20:18:49.980Z
45,MAYBE / REVIEW,Back-End Java Developer,Proxima Group,Consulting,Remote,35.000€ - 42.000€,Estimated,55,Milan (Remote),No,"• Italian remote backend position
• Java stack alignment","• Consultancy business model
• No detailed job description text",A remote backend role in an Italian consulting context. It requires JD review to confirm salary and tech stack details.,N/A,1 week ago,2026-08-11T20:18:44.291Z
45,MAYBE / REVIEW,Java Software Engineer,Forte Group,Consulting,Remote,35.000€ - 45.000€,Estimated,60,Ukraine (Remote),No,"• Remote Java engineering role
• Non-Spanish consultancy","• Consultancy model
• Missing job description details
• Location listed as Ukraine","The role matches technical expectations and remote work, but consultancy nature and Ukrainian location require contract clarification. Detailed requirements are currently missing.",N/A,1 week ago,2026-08-11T20:18:44.290Z
45,MAYBE / REVIEW,Backend Software Engineer (Digital Transformation),emagine,Consulting,Remote,35.000€ - 45.000€,Estimated,60,Portugal (Remote),No,"• 100% remote backend role
• European consulting scope","• Consultancy project assignment
• Missing JD description details",A backend role with a European digital consultancy. Detailed JD and client details are required.,N/A,1 week ago,2026-08-11T20:18:49.980Z
45,MAYBE / REVIEW,Senior Backend Engineer (Java),Innovecs,Consulting,Remote,40.000€ - 50.000€,Estimated,70,Ukraine (Remote),No,• 100% remote Java backend work,"• Global outsourcing agency
• Senior role bar
• Missing job description",An outsourcing consultancy position with senior requirements. It is a lower priority candidate match.,N/A,1 week ago,2026-08-11T20:18:44.291Z
45,MAYBE / REVIEW,Java Software Engineer,Phi Partners,Consulting,Remote,38.000€ - 48.000€,Estimated,60,Poland (Remote),No,"• Capital markets / fintech consultancy domain
• 100% remote Java engineering","• Capital markets consultancy firm
• Missing JD details",A niche fintech consultancy role offering remote Java work. Full job description review is needed.,N/A,3 weeks ago,2026-08-11T20:18:49.980Z
40,REJECT,Java Software Engineer,KWAN,Consulting,Remote,32.000€ - 40.000€,Estimated,55,Portugal (Remote),No,• Remote work in Portugal/Spain region,"• Portuguese consultancy agency
• Salary range below candidate targets
• Missing detailed JD",This Portuguese consultancy position falls below the target salary expectation. It holds limited interest.,N/A,1 month ago,2026-08-11T20:18:44.291Z
40,REJECT,Backend Developer,Terra,SME,Remote,28.000€ - 35.000€,Real,50,"Bilbao, Basque Country, Spain",Yes,"• 100% permanent remote contract in Spain
• Generous 23 PTO days + benefits","• Salary €28k - €35k is significantly below the candidate's €40k-€45k+ threshold
• Digital marketing agency environment","Terra provides permanent remote work, but the stated salary of €28k-€35k falls significantly short of the candidate's compensation floor. It should be rejected.",https://www.linkedin.com/jobs/view/4444172502/,Reposted 1 week ago,2026-08-11T20:19:11.874Z
40,REJECT,Mid Level Backend Engineer (Java/Kotlin),Parser,Consulting,Hybrid,35.000€ - 42.000€,Estimated,55,Madrid (Hybrid),No,"• Mid-level role title
• Java/Kotlin stack","• Consulting consultancy nature
• Hybrid presence in Madrid required
• Below target salary",This hybrid consultancy position in Madrid falls short of compensation targets and remote preferences. It is rejected.,N/A,1 month ago,2026-08-11T20:18:58.667Z
40,REJECT,Java Developer (CI/CD),Coforge,Consulting,Remote,35.000€ - 42.000€,Estimated,55,Spain (Remote),No,"• Remote work in Spain
• Focus on Java and DevOps/CI-CD pipeline","• Global outsourcing consultancy firm
• Salary below desired 45k€ target
• Missing full description",This IT consulting outsourcing role offers below-market pay for a consultancy setup. It does not meet preferred criteria.,N/A,1 week ago,2026-08-11T20:18:44.291Z
40,REJECT,Java/Spring Boot Backend Developer – Cassandra | 100% remoto,Qaracter - Beyond your Challenge,Consulting,Remote,34.000€ - 40.000€,Estimated,55,Spain (Remote),No,"• 100% remote in Spain
• Good stack combo (Java, Spring Boot, NoSQL/Cassandra)","• Spanish consulting firm (red flag)
• Salary unlikely to reach 45k€ threshold
• No full JD provided","Although the technical stack and remote modality match well, this is a Spanish consultancy company. Estimated compensation is below candidate targets.",N/A,1 day ago,2026-08-11T20:18:44.290Z
38,REJECT,"Java Backend Developer | Spring Boot, Microservicios | Remoto",knowmad mood,Consulting,Remote,32.000€ - 38.000€,Estimated,50,Madrid (Remote),No,"• 100% remote in Spain
• Direct stack fit with Spring Boot and Microservices","• Spanish consultancy firm (red flag)
• Salary below target
• Missing JD text",This position is at a Spanish consultancy firm with typical market rates below 40k€. It triggers explicit red flags.,N/A,3 weeks ago,2026-08-11T20:18:49.980Z
38,REJECT,Software Engineer Java (100% teletrabajo),knowmad mood,Consulting,Remote,32.000€ - 38.000€,Estimated,50,Madrid (Remote),No,"• 100% teletrabajo in Spain
• Java software engineering title","• Spanish consultancy firm (red flag)
• Salary below preferred range
• Missing job description",This Spanish consultancy offer fails the candidate's preferred company model and pay expectations. It should be rejected.,N/A,5 days ago,2026-08-11T20:18:49.980Z
38,REJECT,Backend Java Microservices Developer | Sector Bancario,Vermont Solutions,Consulting,Remote,32.000€ - 38.000€,Estimated,55,Madrid (Remote),No,"• Remote work in Spain
• Java microservices in banking domain","• Spanish consultancy firm
• Sub-target salary rates
• Missing JD text",This Spanish consultancy body-leasing offer for banking clients does not fulfill salary or company preferences. It is rejected.,N/A,3 weeks ago,2026-08-11T20:18:49.980Z
35,REJECT,Backend Engineer (Java/Spring Boot),METRICA,Consulting,Remote,32.000€ - 38.000€,Estimated,50,Madrid (Remote),No,"• 100% remote modality in Spain
• Direct match with Java and Spring Boot technologies","• Spanish consultancy firm (candidate red flag)
• Estimated salary is below the 40k€-45k€ threshold
• No detailed job description provided","While the role offers remote work with Java and Spring Boot, Spanish consultancy firms are a explicit red flag for the candidate. Additionally, estimated pay falls well below desired compensation.",N/A,1 month ago,2026-08-11T20:18:44.290Z
35,REJECT,Programador/a Backend JAVA / Microservicios,METRICA,Consulting,Remote,30.000€ - 36.000€,Estimated,45,Madrid (Remote),No,"• 100% remote work
• Java microservices technology","• Spanish consultancy firm
• Low salary tier
• Listing posted 3 months ago (likely stale)",This old listing from a Spanish consultancy offers below-target pay. It should be rejected.,N/A,3 months ago,2026-08-11T20:18:49.980Z
35,REJECT,Java Backend Engineer,METRICA,Consulting,Remote,32.000€ - 38.000€,Estimated,50,Madrid (Remote),No,"• Remote work in Spain
• Java backend title","• Spanish IT consultancy (red flag)
• Low salary expectation
• Missing job description details","As a Spanish consulting agency offering sub-target compensation, this listing triggers explicit red flags for the candidate.",N/A,2 months ago,2026-08-11T20:18:44.291Z
30,REJECT,Backend Engineer JAVA / Spring Boot - HYBRID MADRID,UST,Consulting,Hybrid,32.000€ - 38.000€,Estimated,50,Madrid,No,• Java and Spring Boot match,"• Spanish consulting firm outsourcing
• Explicit hybrid requirement in Madrid
• Low salary structure",This hybrid consultancy role in Madrid triggers multiple red flags including company type and required office presence.,N/A,2 weeks ago,2026-08-11T20:18:58.667Z
